"Choose the antonym for 'tapestry'.","[""darn"",""stomach"",""fresco"",""exhilarating""]","fresco","ant","tapestry"
"Choose the antonym for 'taunt'.","[""compliment"",""unanimous"",""immaterial"",""content""]","compliment","ant","taunt"
"Choose the antonym for 'taxing'.","[""hoax"",""scrupulous"",""achieve"",""easy""]","easy","ant","taxing"
"Choose the antonym for 'techily'.","[""simply"",""purloin"",""veto"",""scenic""]","simply","ant","techily"
"Choose the antonym for 'tedium'.","[""amusing"",""replete"",""variety"",""coarse""]","variety","ant","tedium"
"Choose the antonym for 'temper'.","[""simultaneous"",""composure"",""equip"",""ascendancy""]","composure","ant","temper"
"Choose the antonym for 'temptation'.","[""lean"",""heartless"",""vivacious"",""restraint""]","restraint","ant","temptation"
"Choose the antonym for 'tenant'.","[""landlord"",""insular"",""stupendous"",""immutable""]","landlord","ant","tenant"
"Choose the antonym for 'tenet'.","[""impel"",""suggest"",""exception"",""commence""]","exception","ant","tenet"
"Choose the antonym for 'tentative'.","[""repel"",""aspiration"",""definite"",""efface""]","definite","ant","tentative"
"Choose the antonym for 'termination'.","[""rebuke"",""elated"",""start"",""uncaring""]","start","ant","termination"
"Choose the antonym for 'terrestrial'.","[""aberrant"",""celestial"",""mitigate"",""baton""]","celestial","ant","terrestrial"
"Choose the antonym for 'terse'.","[""connotation"",""gauge"",""charismatic"",""verbose""]","verbose","ant","terse"
"Choose the antonym for 'texture'.","[""feral"",""onerous"",""semantics"",""pattern""]","pattern","ant","texture"
"Choose the antonym for 'thoughtful'.","[""thoughtless"",""amusing"",""arid"",""bovine""]","thoughtless","ant","thoughtful"
"Choose the antonym for 'thrilled'.","[""disappointed"",""gracious"",""jaded"",""scurry""]","disappointed","ant","thrilled"
"Choose the antonym for 'tirade'.","[""boon"",""restraint"",""insipid"",""vegetable""]","restraint","ant","tirade"
"Choose the antonym for 'tolerance'.","[""duration"",""dispassionate"",""suave"",""hostility""]","hostility","ant","tolerance"
"Choose the antonym for 'tractable'.","[""secure"",""implement"",""stubborn"",""fester""]","stubborn","ant","tractable"
"Choose the antonym for 'traitor'.","[""protract"",""patriot"",""sage"",""malicious""]","patriot","ant","traitor"
"Choose the antonym for 'tranquillity'.","[""sanctimonious"",""impinge"",""turmoil"",""labour""]","turmoil","ant","tranquillity"
"Choose the antonym for 'transcendent'.","[""proliferation"",""ordinary"",""perspective"",""afflict""]","ordinary","ant","transcendent"
"Choose the antonym for 'transfix'.","[""incontrovertible"",""release"",""summarise"",""monotonous""]","release","ant","transfix"
"Choose the antonym for 'transformation'.","[""ablest"",""stability"",""jocular"",""perchance""]","stability","ant","transformation"
"Choose the antonym for 'transgress'.","[""obey"",""twelfth"",""ineptitude"",""tepid""]","obey","ant","transgress"
"Choose the antonym for 'transient'.","[""devise"",""foremost"",""lasting"",""expel""]","lasting","ant","transient"
"Choose the antonym for 'transparent'.","[""imperious"",""vapid"",""opaque"",""retain""]","opaque","ant","transparent"
"Choose the antonym for 'traverse'.","[""swallow"",""feckless"",""avoid"",""winsome""]","avoid","ant","traverse"
"Choose the antonym for 'treaty'.","[""marquee"",""restaurant"",""attest"",""breach""]","breach","ant","treaty"
"Choose the antonym for 'trepidation'.","[""forlorn"",""ferocious"",""loathsome"",""calm""]","calm","ant","trepidation"
"Choose the antonym for 'triumphant'.","[""disappointed"",""mystify"",""miser"",""scoff""]","disappointed","ant","triumphant"
"Choose the antonym for 'truculent'.","[""amiable"",""atlas"",""suspend"",""forthwith""]","amiable","ant","truculent"
"Choose the antonym for 'truncate'.","[""incoherent"",""editor"",""restore"",""exonerate""]","restore","ant","truncate"
"Choose the antonym for 'tumult'.","[""callow"",""calm"",""curious"",""wary""]","calm","ant","tumult"
"Choose the antonym for 'turmoil'.","[""surmount"",""clement"",""calm"",""structure""]","calm","ant","turmoil"
"Choose the antonym for 'twilight'.","[""daylight"",""cathartic"",""asset"",""howl""]","daylight","ant","twilight"
"Choose the antonym for 'tyrant'.","[""humane"",""leonine"",""corvine"",""chaos""]","humane","ant","tyrant"
"Choose the antonym for 'ubiquitous'.","[""prompt"",""communicate"",""rare"",""jaded""]","rare","ant","ubiquitous"
"Choose the antonym for 'ultimatum'.","[""pining"",""naive"",""concession"",""nonchalant""]","concession","ant","ultimatum"
"Choose the antonym for 'unanimous'.","[""cork"",""leonine"",""disperse"",""divided""]","divided","ant","unanimous"
"Choose the antonym for 'uncaring'.","[""obliging"",""caring"",""disparage"",""frail""]","caring","ant","uncaring"
"Choose the antonym for 'uncouth'.","[""polite"",""mere"",""decisive"",""sage""]","polite","ant","uncouth"
"Choose the antonym for 'underlying'.","[""nobility"",""detrimental"",""unwitting"",""superficial""]","superficial","ant","underlying"
"Choose the antonym for 'undermine'.","[""interfere"",""bolster"",""intransigent"",""majestic""]","bolster","ant","undermine"
"Choose the antonym for 'undulate'.","[""flat"",""abstruse"",""convoluted"",""affable""]","flat","ant","undulate"
"Choose the antonym for 'unforgiving'.","[""lenient"",""intrinsic"",""devour"",""feeble""]","lenient","ant","unforgiving"
"Choose the antonym for 'uniformity'.","[""variety"",""impose"",""resort to"",""hardy""]","variety","ant","uniformity"
"Choose the antonym for 'union'.","[""ardour"",""misogynist"",""dishearten"",""division""]","division","ant","union"
"Choose the antonym for 'universal'.","[""dissent"",""particular"",""diluted"",""portal""]","particular","ant","universal"
"Choose the antonym for 'unorthodox'.","[""intimidate"",""picturesque"",""conventional"",""portentous""]","conventional","ant","unorthodox"
"Choose the antonym for 'unprecedented'.","[""ordinary"",""contend"",""address"",""marvellous""]","ordinary","ant","unprecedented"
"Choose the antonym for 'unpretentious'.","[""uniform"",""showy"",""virtue"",""acrimonious""]","showy","ant","unpretentious"
"Choose the antonym for 'unrequited'.","[""wanted"",""taciturn"",""convey"",""hasty""]","wanted","ant","unrequited"
"Choose the antonym for 'unrestricted'.","[""unworthy"",""evolve"",""restricted"",""anguish""]","restricted","ant","unrestricted"
"Choose the antonym for 'unscrupulous'.","[""constraint"",""irresistible"",""honest"",""obstinate""]","honest","ant","unscrupulous"
"Choose the antonym for 'untoward'.","[""favourable"",""acquire"",""fraught"",""decisive""]","favourable","ant","untoward"
"Choose the antonym for 'unwarranted'.","[""component"",""warranted"",""allot"",""dishearten""]","warranted","ant","unwarranted"
"Choose the antonym for 'unwitting'.","[""figurative"",""deliberate"",""guarantee"",""tangle""]","deliberate","ant","unwitting"
"Choose the antonym for 'unworthy'.","[""worthy"",""wane"",""entreat"",""baleful""]","worthy","ant","unworthy"
"Choose the antonym for 'urbanisation'.","[""feasible"",""ruralisation"",""ramble"",""misanthrope""]","ruralisation","ant","urbanisation"
"Choose the antonym for 'usurp'.","[""assertive"",""yield"",""gauge"",""fathom""]","yield","ant","usurp"
"Choose the antonym for 'utterance'.","[""exhaustive"",""expel"",""darn"",""reserve""]","reserve","ant","utterance"
"Choose the antonym for 'vacant'.","[""device"",""venerable"",""suspend"",""occupied""]","occupied","ant","vacant"
"Choose the antonym for 'vacillate'.","[""malign"",""accuse"",""officious"",""determine""]","determine","ant","vacillate"
"Choose the antonym for 'vacuous'.","[""naive"",""collude"",""substantial"",""seclusion""]","substantial","ant","vacuous"
"Choose the antonym for 'vague'.","[""definite"",""unorthodox"",""precipitous"",""integrity""]","definite","ant","vague"
"Choose the antonym for 'valid'.","[""filth"",""nuisance"",""void"",""envisage""]","void","ant","valid"
"Choose the antonym for 'vapid'.","[""caution"",""pensive"",""exciting"",""intentional""]","exciting","ant","vapid"
"Choose the antonym for 'vast'.","[""description"",""viable"",""small"",""hearth""]","small","ant","vast"
"Choose the antonym for 'venerable'.","[""howl"",""curious"",""young"",""askance""]","young","ant","venerable"
"Choose the antonym for 'ventilation'.","[""complicity"",""indifferent"",""gratifying"",""stagnation""]","stagnation","ant","ventilation"
"Choose the antonym for 'veracity'.","[""retrieve"",""contorted"",""divine"",""deceit""]","deceit","ant","veracity"
"Choose the antonym for 'verbose'.","[""opt"",""narrative"",""terse"",""brittle""]","terse","ant","verbose"
"Choose the antonym for 'verify'.","[""occur"",""refute"",""permeate"",""convenient""]","refute","ant","verify"
"Choose the antonym for 'veritable'.","[""imaginary"",""unforgiving"",""simultaneous"",""theme""]","imaginary","ant","veritable"
"Choose the antonym for 'vernacular'.","[""nimble"",""urbanisation"",""jocular"",""standard""]","standard","ant","vernacular"
"Choose the antonym for 'versatile'.","[""vent"",""limited"",""obfuscate"",""covert""]","limited","ant","versatile"
"Choose the antonym for 'vessel'.","[""enrapt"",""repugnant"",""coast"",""conspire""]","coast","ant","vessel"
"Choose the antonym for 'viable'.","[""repent"",""unworkable"",""static"",""resentful""]","unworkable","ant","viable"
"Choose the antonym for 'vicinity'.","[""labyrinth"",""metaphor"",""scrutinise"",""remoteness""]","remoteness","ant","vicinity"
"Choose the antonym for 'vigilant'.","[""inattentive"",""desire"",""agnostic"",""duress""]","inattentive","ant","vigilant"
"Choose the antonym for 'vigorously'.","[""fester"",""juvenile"",""legend"",""weakly""]","weakly","ant","vigorously"
"Choose the antonym for 'vigour'.","[""lethargy"",""decoy"",""bland"",""abandon""]","lethargy","ant","vigour"
"Choose the antonym for 'vilify'.","[""abrupt"",""incoherent"",""mortal"",""compliment""]","compliment","ant","vilify"
"Choose the antonym for 'vindicate'.","[""cuisine"",""condemn"",""volatile"",""temperature""]","condemn","ant","vindicate"
"Choose the antonym for 'vindictive'.","[""lieu"",""lenient"",""compliant"",""comparison""]","lenient","ant","vindictive"
"Choose the antonym for 'visionary'.","[""felicitous"",""conclude"",""pessimist"",""literal""]","pessimist","ant","visionary"
"Choose the antonym for 'vitriolic'.","[""contemporary"",""gentle"",""slothful"",""reticent""]","gentle","ant","vitriolic"
"Choose the antonym for 'vivacious'.","[""impecunious"",""sluggish"",""linger"",""boastful""]","sluggish","ant","vivacious"
"Choose the antonym for 'vivid'.","[""dull"",""stagnant"",""sequence"",""frequently""]","dull","ant","vivid"
"Choose the antonym for 'vocation'.","[""certitude"",""leisure"",""alert"",""flourish""]","leisure","ant","vocation"
"Choose the antonym for 'vociferous'.","[""vend"",""subdued"",""profusion"",""insignia""]","subdued","ant","vociferous"
"Choose the antonym for 'voluminous'.","[""discursive"",""meagre"",""invalid"",""profusion""]","meagre","ant","voluminous"
"Choose the antonym for 'voracious'.","[""barricade"",""crack up"",""derision"",""frugal""]","frugal","ant","voracious"
"Choose the antonym for 'vow'.","[""retraction"",""truncate"",""regretful"",""scalding""]","retraction","ant","vow"
"Choose the antonym for 'waive'.","[""implicitly"",""enthusiast"",""retain"",""humble""]","retain","ant","waive"
"Choose the antonym for 'wanton'.","[""unfathomable"",""visionary"",""assistance"",""careful""]","careful","ant","wanton"
"Choose the antonym for 'wasteful'.","[""venerable"",""thrifty"",""brevity"",""companion""]","thrifty","ant","wasteful"
"Choose the antonym for 'whimsical'.","[""existence"",""tempest"",""truce"",""practical""]","practical","ant","whimsical"
"Choose the antonym for 'whining'.","[""cheerful"",""morose"",""bellicose"",""demolished""]","cheerful","ant","whining"
"Choose the antonym for 'wilful'.","[""forthcoming"",""scanty"",""disinclination"",""docile""]","docile","ant","wilful"
"Choose the antonym for 'willpower'.","[""philosophical"",""weakness"",""infamy"",""identity""]","weakness","ant","willpower"
"Choose the antonym for 'winsome'.","[""achieve"",""belligerent"",""sullen"",""parsimony""]","sullen","ant","winsome"
"Choose the antonym for 'wistful'.","[""mediate"",""thwart"",""content"",""illicit""]","content","ant","wistful"
"Choose the antonym for 'woeful'.","[""cheerful"",""gratuitous"",""meek"",""virulent""]","cheerful","ant","woeful"
"Choose the antonym for 'worthy'.","[""explanation"",""slit"",""rivet"",""mediocre""]","mediocre","ant","worthy"
"Choose the antonym for 'wretch'.","[""dearth"",""disdain"",""howl"",""hero""]","hero","ant","wretch"
"Choose the antonym for 'yonder'.","[""complacent"",""here"",""earnest"",""fragment""]","here","ant","yonder"
"Choose the antonym for 'zeal'.","[""apathy"",""miser"",""expository"",""disguise""]","apathy","ant","zeal"
"Choose the antonym for 'zenith'.","[""base"",""infuriated"",""witty"",""dingy""]","base","ant","zenith"
"Choose the antonym for 'zephyr'.","[""floppy"",""nonchalant"",""tempest"",""overt""]","tempest","ant","zephyr"
"Choose the antonym for 'zestful'.","[""thrive"",""listless"",""compulsory"",""demean""]","listless","ant","zestful"
"Choose the antonym for 'accompany'.","[""kneel"",""float"",""hatch"",""leave behind""]","leave behind","ant","accompany"
"Choose the antonym for 'achieve'.","[""kneel"",""float"",""hatch"",""fail at""]","fail at","ant","achieve"
"Choose the antonym for 'aggressive'.","[""peaceful"",""striped"",""wooden"",""triangular""]","peaceful","ant","aggressive"
"Choose the antonym for 'amateur'.","[""ladder"",""professional"",""puddle"",""whistle""]","professional","ant","amateur"
"Choose the antonym for 'attached'.","[""detached"",""striped"",""wooden"",""triangular""]","detached","ant","attached"
"Choose the antonym for 'available'.","[""striped"",""wooden"",""triangular"",""unavailable""]","unavailable","ant","available"
"Choose the antonym for 'awkward'.","[""striped"",""wooden"",""triangular"",""manageable""]","manageable","ant","awkward"
"Choose the antonym for 'bias'.","[""ladder"",""impartiality"",""puddle"",""whistle""]","impartiality","ant","bias"
"Choose the antonym for 'conscious'.","[""striped"",""wooden"",""unconscious"",""triangular""]","unconscious","ant","conscious"
"Choose the antonym for 'contrast'.","[""ladder"",""puddle"",""similarity"",""whistle""]","similarity","ant","contrast"
"Choose the antonym for 'convenience'.","[""ladder"",""puddle"",""whistle"",""inconvenience""]","inconvenience","ant","convenience"
"Choose the antonym for 'correspond'.","[""kneel"",""differ"",""float"",""hatch""]","differ","ant","correspond"
"Choose the antonym for 'criticise'.","[""kneel"",""float"",""hatch"",""praise""]","praise","ant","criticise"
