word,def,syn,ant,example
specify,To state exactly or in precise detail what something is or should be,state; detail; define,generalise; omit; withhold,"The coach asked us to specify the exact time of the match, not simply say it was after lunch."
spendthrift,A person who wastes money and spends it far too quickly,waster; squanderer; prodigal,saver; thrifty; miser,"Our neighbour is a real spendthrift, and his savings never last beyond the first week."
spiteful,"Full of a wish to hurt or upset somebody, usually out of anger",malicious; mean; resentful,kind; generous; forgiving,The class ignored her spiteful comments because everyone knew they came from jealousy.
spontaneity,"The quality of doing or saying things freely, without planning first",impulsiveness; naturalness; instinct,deliberation; rehearsal; preparation,"The comedian's spontaneity kept the crowd laughing, because he had written no jokes at all."
sporadic,Happening now and then at irregular times rather than regularly,occasional; irregular; scattered,regular; constant; frequent,"Rain fell in sporadic bursts, so the players left the pitch twice and came back soaked."
spurious,"False or misleading, even though it may look well argued or genuine",false; bogus; counterfeit,legitimate; valid; credible,"The rumour turned out to be spurious, and the head teacher apologised to the class."
squalor,"Filthy, miserable conditions in which people live",filth; grime; misery,cleanliness; luxury; comfort,"Volunteers in old clothes collected rubbish from the flats, where squalor had been left for years."
stability,"The quality of remaining firm and unchanging, with no risk of collapse",steadiness; security; permanence,unsteadiness; change; movement,"The stability of the old wooden bridge was tested every year, and it never shifted at all."
stagnate,"To stop developing, so that no further progress is made",stall; halt; languish,advance; flourish; prosper,"Interest in the project began to stagnate, and the class stopped working after the first week."
stalemate,A situation where neither side is able to win or gain anything,deadlock; impasse; draw,breakthrough; victory; progress,"The final round reached a stalemate, and the players agreed to share the trophy at last."
stance,"The way a person stands, or the position they take on a matter",posture; attitude; position,neutrality; opposition; indifference,"The photograph caught the guard's stance perfectly, with his feet planted wide apart."
static,"Fixed and unchanging, with no movement or development at all",motionless; still; stationary,moving; changing; restless,"The lecture felt static, and by ten minutes the whole audience had drifted into a doze."
stealthy,Moving or acting quietly and carefully so that nobody notices you,secretive; furtive; sneaky,obvious; noisy; public,The stealthy fox crossed the garden at midnight and left not a single footprint behind.
stereotype,"A fixed, oversimplified idea about everybody in a group",generalisation; prejudgement; label,individuality; fairness; open-mindedness,"It is a stereotype that all teenagers are lazy, and our class proves it wrong each day."
stockpile,A large supply of something stored away for use at a later time,reserve; supply; store,shortage; lack; deficit,During the storm the town used its stockpile of blankets to keep families warm and dry.
stoic,Enduring pain or difficulty without complaining or showing any feeling,composed; patient; uncomplaining,emotional; expressive; sensitive,"He remained stoic when his bike was stolen, and never once mentioned it to his parents."
stolid,"Feeling very little and showing no reaction, in a slow and unchanging way",impassive; unemotional; placid,emotional; expressive; animated,"His stolid reply gave nothing away, and the interviewer tried a completely different question."
